,title,category,type,level,description,price,rating,duration,language,prerequisites,syllabus,modules,instructor,certificate_type,association,image,url,timestamp
190,Excel Skills for Business: Intermediate I,Business Essentials,course,Intermediate Level,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In the United States alone, millions of job advertisements requiring Excel skills are posted every day. Research by Burning Glass Technologies and Capital One shows that digitals skills lead to higher income and better employment opportunities at a time when digital skills job are growing much faster than non-digital jobs.",free,4.9,Approx. 28 hours to complete,English,no prerequisites needed,"Working with Multiple Worksheets & Workbooks ~.~ This module is all about working with multiple worksheets and workbooks. Learn how you can combine data, manage datasets and perform calculations across multiple sources. And don't forget the Toolbox with handy shortcuts and ninja tips. ~.~ Text and Date Functions ~.~ By the end of this module, you will be an expert in Date and Text functions. This module discusses ways you can extract information and manipulate data to fulfil specific business requirements. ~.~ Named Ranges ~.~ Learn how you can create, manage and apply Named Ranges to enhance your calculations. ~.~ Summarising Data ~.~ Graduate to advanced formulas in this module. Learn how you can use functions like COUNTIFS to extract information from data, as well as generate graphical representations of it. ~.~ Tables ~.~ Tables, tables, tables. Start with creating, formatting and managing tables and then move on to sorting and filtering tables to get the data you need. Finally, wrap up this module automating your tables to make your work more efficient. ~.~ Final Assessment ~.~ ","Introduction,The Universe is Big!,What is Life?,Why is Mercury Hot?,Snowball Earth,Planetary Atmospheres,Mercury and Venus,Mars,The Moon,Small Bodies of the Solar System,Kepler’s Law and Search for Extrasolar Planets,Kepler and Transits,Einstein and the Search for Planets,Properties of Stars, Stellar Evolution,Quantum Mechanics and Fingerprinting Planets,Optics and Imaging Planets,Formation of the Earth and the Origin of Water,Biochemistry of Life,Is Earth Special? Origin of Life,Evolution of Life,Extremophiles,Extinctions,What makes a Habitable Planet?,Habitable Zone, Fermi Paradox & SETI,Instructor,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","David SpergelPrinceton University1 Course•50,774 learners,Princeton UniversityLearn moreCloseOffered byPrinceton UniversityPrinceton University is a private research university located in Princeton, New Jersey, United States. It is one of the eight universities of the Ivy League, and one of the nine Colonial Colleges founded before the American Revolution.OK",Shareable Certificate,Macquarie University,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-intermediate-1/XDP~COURSE!~excel-intermediate-1.jpeg,https://www.coursera.org/learn/excel-intermediate-1,2022-07-30 00:42:21
191,Spatial Analysis and Satellite Imagery in a GIS,Environmental Science and Sustainability,course,Beginner Level,"In this course, you will learn how to analyze map data using different data types and methods to answer geographic questions. First, you will learn how to filter a data set using different types of queries to find just the data you need to answer a particular question. Then, we will discuss simple yet powerful analysis methods that use vector data to find spatial relationships within and between data sets. In this section, you will also learn about how to use ModelBuilder, a simple but powerful tool for building analysis flowcharts that can then also be run as models. You will then learn how to find, understand, and use remotely sensed data such as satellite imagery, as a rich source of GIS data. You will then learn how to analyze raster data. Finally, you will complete your own project where you get to try out the new skills and tools you have learned about in this course.",free,4.9,Approx. 14 hours to complete,English,no prerequisites needed,Filtering Data Using Queries ~.~  ~.~ Vector analysis ~.~  ~.~ Remote sensing as a GIS data source ~.~  ~.~ Raster analysis ~.~  ~.~ Project: Spatial Analysis ~.~ ,"Thinking about data,Big data makes things slow,Querying your data,Managing your data,Learning from data: regression,Learning from data: classification,Instructors,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","Tara MurphyThe University of Sydney1 Course•36,205 learners,Simon MurphyThe University of Sydney1 Course•36,205 learners,The University of SydneyLearn moreCloseOffered byThe University of SydneyOur excellence in research and teaching makes the University of Sydney one of the top universities in Australia and highly ranked among the best universities in the world. In 2020, we were ranked second in the Times Higher Education (THE) University Impact Rankings, and first in Australia in the QS Graduate Employability Rankings.OK",Shareable Certificate,University of Toronto,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~spatial-analysis-satellite-imagery-in-a-gis/XDP~COURSE!~spatial-analysis-satellite-imagery-in-a-gis.jpeg,https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis,2022-07-30 00:42:21
192,Data Analytics Methods for Marketing,Marketing,course,Beginner Level,"This course explores common analytics methods used by marketers.  You’ll learn how to define a target audience using segmentation with K-means clustering.  You’ll also explore how linear regression can help marketers plan and forecast.  You’ll learn to evaluate the effectiveness of advertising using experiments as well as observational methods and you’ll explore methods to optimize your marketing mix; marketing mix modeling and attribution.  Finally, you’ll learn to evaluate sales funnel shapes, visualize and optimize them.",free,4.8,Approx. 12 hours to complete,English,no prerequisites needed,"Find Your Audience With Segmentation ~.~ In the first week you will learn about the importance of segmentation in marketing and different methods to use segmentation to determine target audiences for your marketing. ~.~ Analytics for Planning and Forecasting ~.~ This week you will get an overview of common descriptive metrics for marketing, including Return on Ad Spend and Return on Investment. You will be introduced to the importance of Customer Lifetime Value and how to forecast marketing outcomes using linear regression analysis. ~.~ Evaluating Advertising Effectiveness ~.~ In week three, you’ll dig into using experiments to evaluate marketing effectiveness. You’ll also learn about A/B testing and how it can help you optimize your campaigns. ~.~ Optimizing Your Marketing Mix ~.~ In the final week, you will be introduced to marketing mix modeling and different attribution models and how to use them to make marketing strategy recommendations. You’ll wrap up the week by learning how to visualize and analyze sales funnels and how to use them to recommend next steps in a marketing campaign.","Planets in the Solar System and Beyond,Hunting for Exoplanets,Habitability,Life,Emerging Complex Life and Intelligence,SETI and Cosmic Companionship,Instructor,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","Chris ImpeyUniversity of Arizona3 Courses•262,344 learners,University of ArizonaLearn moreCloseOffered byUniversity of ArizonaThe University of Arizona is the state’s land-grant university and a member of the Association of American Universities—made up of just 62 universities in the country. As one of the world’s premier public research universities, the university conducts more than $625 million of research annually. Home to two allopathic medical schools in Tucson and Phoenix, the UA Tech Park, and a member of the Arizona Space Grant Consortium, the university creates an $8.3 billion economic impact for Arizona. U.S. News and World Report placed 14 University of Arizona graduate programs among the top 20 in the nation and it is one of the nation’s top producers of Fulbright Scholars. With its strategic academic and business plan, “Never Settle,” as its guide, the university is producing graduates who are global citizens, engaged leaders, and fulfilled individuals.OK",Shareable Certificate,Meta,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-analytics-methods-for-marketing/XDP~COURSE!~data-analytics-methods-for-marketing.jpeg,https://www.coursera.org/learn/data-analytics-methods-for-marketing,2022-07-30 00:42:21
193,Excel Skills for Business: Essentials,Business Essentials,course,Beginner Level,"In this first course of the specialization Excel Skills for Business, you will learn the essentials of Microsoft Excel. Within six weeks, you will be able to expertly navigate the Excel user interface, perform basic calculations with formulas and functions, professionally format spreadsheets, and create visualizations of data through charts and graphs.",free,4.9,Approx. 26 hours to complete,English,no prerequisites needed,"Critical Core of Excel ~.~ In this module, you will learn about key foundational features of Excel: The Excel user interface, basic Excel terminology, how to operate essential navigational controls in Excel and how to perform basic data entry with Excel spreadsheets. ~.~ Performing calculations ~.~ The syntax of formulas is very important in Excel. In this module, you will get introduced to formulas and functions - learn how to write them, use them to perform calculations and understand the different cell references. ~.~ Formatting ~.~ Formatting helps to highlight key messages and make the data presentable. This module covers several formatting tools like font formatting, borders, alignment, number formatting, as well as the Excel styles and themes. ~.~ Working with Data ~.~ This module is all about working with data – and making it easy to work with. This week you will learn how you can manage your spreadsheets – find data with Filter and Sort, retrieve and change data using Find and Replace, and use Conditional Formatting to highlight specific data. ~.~ Printing ~.~ Sometimes you need to print your spreadsheets and this module will help you with that. Learn how you can optimise your spreadsheet for printing by managing margins, orientation, headers & footers, and more. ~.~ Final Assessment ~.~ ","Module 1: Introduction to Requirements,Module 2: User Interaction,Module 3: Writing Requirements,Module 4: Quality Requirements,Instructor,Offered by,Recommended if you're interested in Design and Product,More questions","Kenny WongUniversity of Alberta12 Courses•411,189 learners,University of AlbertaLearn moreCloseOffered byUniversity of AlbertaThe University of Alberta is considered among the world’s leading public research- and teaching-intensive universities, known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences.

As one of Canada’s top universities, we are investing in purpose-built online post-secondary education—rooted in innovative digital pedagogies, world-class faculty, exceptional design, and a championed student experience.OK",Shareable Certificate,Macquarie University,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-essentials/XDP~COURSE!~excel-essentials.jpeg,https://www.coursera.org/learn/excel-essentials,2022-07-30 00:43:00
194,Customer Analytics,Business Strategy,course,Beginner Level,"Data about our browsing and buying patterns are everywhere.  From credit card transactions and online shopping carts, to customer loyalty programs and user-generated ratings/reviews, there is a staggering amount of data that can be used to describe our past buying behaviors, predict future ones, and prescribe new ways to influence future purchasing decisions. In this course, four of Wharton’s top marketing professors will provide an overview of key areas of customer analytics: descriptive analytics, predictive analytics, prescriptive analytics, and their application to real-world business practices including Amazon, Google, and Starbucks to name a few. This course provides an overview of the field of analytics so that you can make informed business decisions. It is an introduction to the theory of customer analytics, and is not intended to prepare learners to perform customer analytics.",free,4.6,Approx. 12 hours to complete,English,no prerequisites needed,"Introduction to Customer Analytics ~.~ What is Customer Analytics? How is this course structured? What will I learn in this course? What will I learn in the Business Analytics Specialization? These short videos will give you an overview of this course and the specialization; the substantive lectures begin in Week 2. ~.~ Descriptive Analytics ~.~ In this module, you’ll learn what data can and can’t describe about customer behavior as well as the most effective methods for collecting data and deciding what it means.  You’ll understand the critical difference between data which describes a causal relationship and data which describes a correlative one as you explore the synergy between data and decisions, including the principles for systematically collecting and interpreting data to make better business decisions. You’ll also learn how data is used to explore a problem or question, and how to use that data to create products, marketing campaigns, and other strategies. By the end of this module, you’ll have a solid understanding of effective data collection and interpretation so that you can use the right data to make the right decision for your company or business. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Predictive Analytics ~.~ Once you’ve collected and interpreted data, what do you do with it? In this module, you’ll learn how to take the next step: how to use data about actions in the past to make to make predictions about actions in the future. You’ll examine the main tools used to predict behavior, and learn how to determine which tool is right for which decision purposes. Additionally, you’ll learn the language and the frameworks for making predictions of future behavior. At the end of this module, you’ll be able to determine what kinds of predictions you can make to create future strategies, understand the most powerful techniques for predictive models including regression analysis, and be prepared to take  full advantage of analytics to create effective data-driven business decisions. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Prescriptive Analytics ~.~ How do you turn data into action? In this module, you’ll learn how prescriptive analytics provide recommendations for actions you can take to achieve your business goals. First, you’ll explore how to ask the right questions, how to define your objectives, and how to optimize for success. You’ll also examine critical examples of prescriptive models, including how quantity is impacted by price, how to maximize revenue, how to maximize profits, and how to best use online advertising. By the end of this module, you’ll be able to define a problem, define a good objective, and explore models for optimization which take competition into account, so that you can write prescriptions for data-driven actions that create success for your company or business. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Application/Case Studies ~.~ How do top firms put data to work? In this module, you’ll learn how successful businesses use data to create cutting-edge, customer-focused marketing practices. You’ll explore real-world examples of the five-pronged attack to apply customer analytics to marketing, starting with data collection and data exploration, moving toward building predictive models and optimization, and continuing all the way to data-driven decisions. At the end of this module, you’ll know the best way to put data to work in your own company or business, based on the most innovative and effective data-driven practices of today’s top firms.","Course Introduction,Skating,Falling Balls,Ramps,Seesaws,Wheels,Bumper Cars,Final,Instructor,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","Top InstructorLouis A. BloomfieldUniversity of Virginia1 Course•263,245 learners,University of VirginiaLearn moreCloseOffered byUniversity of VirginiaA premier institution of higher education, The University of Virginia offers outstanding academics, world-class faculty, and an inspiring, supportive environment. Founded by Thomas Jefferson in 1819, the University is guided by his vision of discovery, innovation, and development of the full potential of students from all walks of life. Through these courses, global learners have an opportunity to study with renowned scholars and thought leaders.OK",Shareable Certificate,University of Pennsylvania,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wharton-customer-analytics/XDP~COURSE!~wharton-customer-analytics.jpeg,https://www.coursera.org/learn/wharton-customer-analytics,2022-07-30 00:43:00
195,AI Fundamentals for Non-Data Scientists,Leadership and Management,course,Beginner Level,"In this course, you will go in-depth to discover how Machine Learning is used to handle and interpret Big Data. You will get a detailed look at the various ways and methods to create algorithms to incorporate into your business with such tools as Teachable Machine and TensorFlow. You will also learn different ML methods, Deep Learning, as well as the limitations but also how to drive accuracy and use the best training data for your algorithms. You will then explore GANs and VAEs, using your newfound knowledge to engage with AutoML to help you start building algorithms that work to suit your needs. You will also see exclusive interviews with industry leaders, who manage Big Data for companies such as McDonald's and Visa. By the end of this course, you will have learned different ways to code, including how to use no-code tools, understand Deep Learning, how to measure and review errors in your algorithms, and how to use Big Data to not only maintain customer privacy but also how to use this data to develop different strategies that will drive your business.",free,4.6,Approx. 7 hours to complete,English,no prerequisites needed,"Module 1 – Big Data and Artificial Intelligence ~.~ In this module, you will be introduced to Big Data and examine how machine learning is used throughout various business segments. You will also learn how data is analyzed and extracted, and how digital technologies have been used to expand and transform businesses. You will also get a detailed look at data management tools and how they are best implemented and the value of data warehouses. By the end of this module, you will have gained insight into how machine learning can be used as a general-purpose technology, and some best techniques and practices for data mining. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Module 2 – Training and Evaluating Machine Learning Algorithms ~.~ In this module, you will get an in-depth look at contrasting Machine Learning methods, including logistic regression and neural nets. You will also learn about Deep Learning and its relationship to neural networks and how to best optimize Machine Learning algorithms. Lastly, you will be introduced to loss functions and how to best measure and review errors to maintain the integrity of your algorithms. By the end of this module, you will have learned about Machine Learning methods, the limitations and value of Deep Learning, how best to drive precision and accuracy in algorithms, and how to get the best training data for those algorithms. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Module 3 – ML Application and Emerging Methods ~.~ In this module, you will take a look at Machine Learning within natural language processing and using generative modeling to create new data. You will also focus on AutoML and how to best utilize automated processes to make your algorithms more efficient. You will also review the no-code Machine Learning tool Teachable Machine, which serves to make Deep and Machine Learning more accessible. By the end of this module, you will be able to use AutoML in your algorithms and be able to navigate and use Teachable Machine in practice for no-code solutions to building an algorithm. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Module 4 - Industry Interview ~.~ In this module, you will hear from an industry leader and gain valuable insight into data sampling and building realistic usable models. Ed Lee, VP of Global Menu Strategy & Global Marketing at McDonald's, will allow you to review real-world solutions and how they handle data issues as one of the most successful global brands. By the end of this module, you will have heard from a top industry expert in their field and gained firsthand knowledge and understanding of how Big Data plays into maintaining privacy in data and also utilizing that data to enhance your marketing, content, and refine your algorithms. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL","Astronomy: Exploring Time and Space,Science and History,The Night Sky,The Tools of Astronomy,Matter and Radiation,The Solar System,Exoplanets,Star Birth and Death,Galaxies,Cosmology,Life in the Universe,Instructor,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","Chris ImpeyUniversity of Arizona3 Courses•262,344 learners,University of ArizonaLearn moreCloseOffered byUniversity of ArizonaThe University of Arizona is the state’s land-grant university and a member of the Association of American Universities—made up of just 62 universities in the country. As one of the world’s premier public research universities, the university conducts more than $625 million of research annually. Home to two allopathic medical schools in Tucson and Phoenix, the UA Tech Park, and a member of the Arizona Space Grant Consortium, the university creates an $8.3 billion economic impact for Arizona. U.S. News and World Report placed 14 University of Arizona graduate programs among the top 20 in the nation and it is one of the nation’s top producers of Fulbright Scholars. With its strategic academic and business plan, “Never Settle,” as its guide, the university is producing graduates who are global citizens, engaged leaders, and fulfilled individuals.OK",Shareable Certificate,University of Pennsylvania,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wharton-ai-fundamentals-non-data-scientists/XDP~COURSE!~wharton-ai-fundamentals-non-data-scientists.jpeg,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,2022-07-30 00:43:00
196,Ask Questions to Make Data-Driven Decisions,Data Analysis,course,Beginner Level,"This is the second course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. You’ll build on your understanding of the topics that were introduced in the first Google Data Analytics Certificate course. The material will help you learn how to ask effective questions to make data-driven decisions, while connecting with stakeholders’ needs. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",free,4.7,Approx. 21 hours to complete,English,no prerequisites needed,"Effective questions ~.~ To do the job of a data analyst, you need to ask questions and problem-solve. In this part of the course, you’ll check out some common analysis challenges and how analysts address them. You'll also learn about effective questioning techniques that can help guide your analysis. ~.~ Data-driven decisions ~.~ In analytics, data drives decision-making. In this part of the course, you’ll explore data of all kinds and its impact on real-life choices and strategies. You’ll also learn how to share your data through reports and dashboards. ~.~ More spreadsheet basics ~.~ Spreadsheets are a very important data analytics tool. In this part of the course, you will learn about how data analysts use spreadsheets in their work every day. You will also explore why structured thinking helps analysts better understand problems and come up with solutions. ~.~ Always remember the stakeholder ~.~ Successful data analysts learn to balance needs and expectations. In this part of the course, you’ll learn strategies for managing stakeholder expectations while establishing clear communication with your team.","Introduction to the Course, and Einstein in Context,Events, Clocks, and Reference Frames,Ethereal Problems and Solutions,The Weirdness Begins,Spacetime Switches,Breaking the Spacetime Speed Limit,Paradoxes to Ponder,To the Center of the Galaxy and Back,Instructor,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","Top InstructorLarry Randles LagerstromStanford University1 Course•167,731 learners,Stanford UniversityLearn moreCloseOffered byStanford UniversityThe Leland Stanford Junior University, commonly referred to as Stanford University or Stanford, is an American private research university located in Stanford, California on an 8,180-acre (3,310 ha) campus near Palo Alto, California, United States.OK",Shareable Certificate,Google,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ask-questions-make-decisions/XDP~COURSE!~ask-questions-make-decisions.jpeg,https://www.coursera.org/learn/ask-questions-make-decisions,2022-07-30 00:43:35
197,IBM Data Analyst Professional Certificate,Data Analysis,professional certificates,Beginner Level,Gain the,free,4.6,Approximately 11 months to complete,English,no prerequisites needed,No specify data,"Module 1: Introduction to Requirements,Module 2: User Interaction,Module 3: Writing Requirements,Module 4: Quality Requirements,Instructor,Offered by,Recommended if you're interested in Design and Product,More questions","Kenny WongUniversity of Alberta12 Courses•411,189 learners,University of AlbertaLearn moreCloseOffered byUniversity of AlbertaThe University of Alberta is considered among the world’s leading public research- and teaching-intensive universities, known for excellence across the humanities, sciences, creative arts, business, engineering and health sciences.

As one of Canada’s top universities, we are investing in purpose-built online post-secondary education—rooted in innovative digital pedagogies, world-class faculty, exceptional design, and a championed student experience.OK",Shareable Certificate,IBM Skills Network,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-analyst/XDP~SPECIALIZATION!~ibm-data-analyst.jpeg,https://www.coursera.org/professional-certificates/ibm-data-analyst,2022-07-30 00:43:35
198,Assess for Success: Marketing Analytics and Measurement,Marketing,course,Beginner Level,"Assess for Success: Marketing Analytics and Measurement is the fifth of seven courses in the Google Digital Marketing & E-commerce Certificate. This course explores marketing analytics practices and tools. Digital marketing and e-commerce professionals are expected to analyze data from various sources (such as web pages, digital marketing channels, and e-commerce sites) and use them to gain customer insights. You’ll create media plans and set performance goals. You’ll learn how to measure, manage, and analyze data from marketing campaigns using Google Analytics, Google Ads, and similar tools. Then, learn how to adjust a marketing budget according to insights extracted from key metrics. You’ll use A/B test results to optimize a campaign and identify metrics that define a campaign's success. You will be able to analyze and visualize data and insights in spreadsheets and prepare presentations to share campaign progress or results with stakeholders.",free,4.5,Approx. 27 hours to complete,English,no prerequisites needed,"Introduction to Assess for success: Marketing analytics and measurement ~.~ You will learn about marketing campaigns and how marketers set performance goals. You’ll also explore media planning and practice creating your own media plan. Finally, you’ll be introduced to common tools used in marketing analytics and how they work. ~.~ Use metrics from Google Analytics and Google Ads ~.~ You will learn about key metrics and data sources from various platforms. You’ll learn how to use the metrics in Google Analytics and Google Ads to gain insights for marketing campaigns. You’ll also learn how to link data from Google Ads to Google Analytics and export data from both platforms for further analysis. ~.~ Measure the success of marketing campaigns ~.~ You will investigate the metrics and outcomes that  define a successful marketing campaign. You’ll examine different metrics that help you determine the ROI or ROAS of a marketing project so you can make adjustments to improve returns. You’ll also learn how to plan for and conduct an A/B test to optimize a marketing campaign. Finally, you’ll examine what a successful marketing campaign looks like and what makes it successful. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL ~.~ Share metrics and insights with stakeholders ~.~ You will learn how to work with stakeholders by anticipating their needs and communicating progress or results from a campaign. You’ll explore how to analyze, filter, and prepare metrics and insights to share with them. You’ll also practice creating visualizations, presentations, and a dashboard to clearly summarize insights for stakeholders. Near the end of the course, you’ll apply what you’ve learned by presenting a set of practice insights to stakeholders. ~.~ SHOW ALL SYLLABUS ~.~ SHOW ALL","Astronomy: Exploring Time and Space,Science and History,The Night Sky,The Tools of Astronomy,Matter and Radiation,The Solar System,Exoplanets,Star Birth and Death,Galaxies,Cosmology,Life in the Universe,Instructor,Offered by,Recommended if you're interested in Physics and Astronomy,More questions","Chris ImpeyUniversity of Arizona3 Courses•262,344 learners,University of ArizonaLearn moreCloseOffered byUniversity of ArizonaThe University of Arizona is the state’s land-grant university and a member of the Association of American Universities—made up of just 62 universities in the country. As one of the world’s premier public research universities, the university conducts more than $625 million of research annually. Home to two allopathic medical schools in Tucson and Phoenix, the UA Tech Park, and a member of the Arizona Space Grant Consortium, the university creates an $8.3 billion economic impact for Arizona. U.S. News and World Report placed 14 University of Arizona graduate programs among the top 20 in the nation and it is one of the nation’s top producers of Fulbright Scholars. With its strategic academic and business plan, “Never Settle,” as its guide, the university is producing graduates who are global citizens, engaged leaders, and fulfilled individuals.OK",Shareable Certificate,Google,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~assess-for-success/XDP~COURSE!~assess-for-success.jpeg,https://www.coursera.org/learn/assess-for-success,2022-07-30 00:44:03
199,Data Science Fundamentals with Python and SQL Specialization,Data Analysis,specializations,Beginner Level,"Data Science is one of the hottest professions of the decade, and the demand for data scientists who can analyze data and communicate results to inform data driven decisions has never been greater. This Specialization from IBM will help anyone interested in pursuing a career in data science by teaching them fundamental skills to get started in this in-demand field.",free,4.6,Approximately 6 months to complete,English,no prerequisites needed,No specify data,"About Introduction to Probability and Data,Introduction to Data,Introduction to Data Project,Exploratory Data Analysis and Introduction to Inference,Exploratory Data Analysis and Introduction to Inference Project,Introduction to Probability,Introduction to Probability Project,Probability Distributions,Instructor,Offered by,Recommended if you're interested in Data Analysis,More questions","Mine Çetinkaya-RundelDuke University8 Courses•391,812 learners,Duke UniversityLearn moreCloseOffered byDuke UniversityDuke University has about 13,000 undergraduate and graduate students and a world-class faculty helping to expand the frontiers of knowledge. The university has a strong commitment to applying knowledge in service to society, both near its North Carolina campus and around the world.OK",Shareable Certificate,IBM Skills Network,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-fundamentals-python-sql/XDP~SPECIALIZATION!~data-science-fundamentals-python-sql.jpeg,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,2022-07-30 00:44:03
200,Introduction to Data Science Specialization,Data Analysis,specializations,Beginner Level,"Interested in learning more about data science, but don’t know where to start? This 4-course Specialization from IBM will provide you with the key foundational skills any data scientist needs to prepare you for a career in data science or further advanced learning in the field.",free,4.7,Approximately 4 months to complete,English,no prerequisites needed,No specify data,"Data Science Fundamentals,R and RStudio,Version Control and GitHub,R Markdown, Scientific Thinking, and Big Data ,Instructors,Offered by,Recommended if you're interested in Data Analysis,More questions","Jeff Leek, PhDJohns Hopkins University32 Courses•1,640,799 learners,Johns Hopkins UniversityLearn moreCloseOffered byJohns Hopkins UniversityThe mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world.OK",Shareable Certificate,IBM Skills Network,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~introduction-data-science/XDP~SPECIALIZATION!~introduction-data-science.jpeg,https://www.coursera.org/specializations/introduction-data-science,2022-07-30 00:44:03
201,IBM Data Science Professional Certificate,Data Analysis,professional certificates,Beginner Level,"Data science is one of the hottest professions of the decade, and the demand for data scientists who can analyze data and communicate results to inform data driven decisions has never been greater. This Professional Certificate from IBM will help anyone interested in pursuing a",free,4.6,Approximately 11 months to complete,English,no prerequisites needed,No specify data,"Get exclusive access to career resources upon completion,Foundations: Data, Data, Everywhere,Ask Questions to Make Data-Driven Decisions,Prepare Data for Exploration,Process Data from Dirty to Clean,Analyze Data to Answer Questions,Share Data Through the Art of Visualization,Data Analysis with R Programming,Google Data Analytics Capstone: Complete a Case Study,Instructor,Offered by,Degree credit eligible,More questions","Top InstructorGoogle Career CertificatesGoogle324 Courses•10,126,544 learners,GoogleLearn moreCloseOffered byGoogleGrow with Google is an initiative that draws on Google's decades-long history of building products, platforms, and services that help people and businesses grow. We aim to help everyone – those who make up the workforce of today and the students who will drive the workforce of tomorrow – access the best of Google’s training and tools to grow their skills, careers, and businesses.OK",Shareable Certificate,IBM Skills Network,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-science/XDP~SPECIALIZATION!~ibm-data-science.jpeg,https://www.coursera.org/professional-certificates/ibm-data-science,2022-07-30 00:44:52
202,Google Data Analytics Professional Certificate,Data Analysis,professional certificates,Beginner Level,"Prepare for a new career in the high-growth field of data analytics, no experience or degree required. Get professional training designed by Google and have the opportunity to connect with top employers.",free,4.8,Approximately 6 months to complete,English,no prerequisites needed,No specify data,"Welcome and critical information,Data Visualizations using Conditional Formatting, Sparklines and Number Formats,Mastering charting techniques,Specialized charts,Create an Interactive Dashboard Using Pivot Charts and Slicers,Complete the Dashboard with Creative Visualisations and Dynamic Charts,Final assessment,Instructors,Offered by,Recommended if you're interested in Business Essentials,More questions","Nicky BullMacquarie University25 Courses•1,301,431 learners,Dr Prashan S. M. KarunaratneMacquarie University28 Courses•1,308,250 learners,Macquarie UniversityLearn moreCloseOffered byMacquarie UniversityMacquarie is ranked among the top one per cent of universities in the world, and with a 5-star QS rating, we are recognised for producing graduates who are among the most sought-after professionals in the world. Since our foundation 54 years ago, we have aspired to be a different type of university: one focused on fostering collaboration between students, academics, industry and society.OK",Shareable Certificate,Google,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-data-analytics/XDP~SPECIALIZATION!~google-data-analytics.jpeg,https://www.coursera.org/professional-certificates/google-data-analytics,2022-07-30 00:44:52
203,Data Science: Foundations using R Specialization,Data Analysis,specializations,Beginner Level,"Ask the right questions, manipulate data sets, and create visualizations to communicate results.",free,4.6,Approximately 5 months to complete,English,no prerequisites needed,No specify data,"Apresentação e Introdução ao Curso,Introdução ao Python,Condicionais - if...else,Repetição - while,Funções,Depuração e refatoração,Repetições Encaixadas,Listas,Mais sobre listas,Instructor,Offered by,Recommended if you're interested in Software Development,More questions","Top InstructorFabio KonUniversidade de São Paulo5 Courses•255,639 learners,Universidade de São PauloLearn moreCloseOffered byUniversidade de São PauloCriada em 1934, a Universidade de São Paulo é uma das mais importantes instituições de ensino superior e pesquisa do Brasil, responsável por uma proporção significativa dos títulos de Mestrado e Doutorado do país. A USP é reconhecida por sua busca pela excelência no ensino e na pesquisa, e por sua contribuição para o avanço da ciência e da tecnologia. A USP é uma universidade pública, mantida pelo estado de São Paulo, e seus campi estão distribuídos por oito cidades, além de Unidades de Ensino, Museus e Centros de Pesquisa situados em outros municípios.OK",Shareable Certificate,General,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-foundations-r/XDP~SPECIALIZATION!~data-science-foundations-r.jpeg,https://www.coursera.org/specializations/data-science-foundations-r,2022-07-30 00:45:32
